end_date_time,activity_names,perceived_exertion,duration_min
2020-01-10T16:24:04.734Z,"['individual', 'running']",5,70
2020-01-12T13:45:42.000Z,"['individual', 'strength']",5,60
2020-01-12T15:10:50.000Z,"['individual', 'endurance']",1,90
2020-01-14T10:10:08.000Z,"['individual', 'running']",7,90
2020-01-15T20:02:21.900Z,"['individual', 'strength']",4,60
2020-01-17T17:19:11.681Z,"['individual', 'running']",5,80
2020-01-20T18:56:15.850Z,"['individual', 'endurance']",2,90
2020-01-21T11:34:48.815Z,"['individual', 'running']",8,30
2020-01-21T12:03:30.111Z,"['individual', 'endurance']",5,30
2020-01-22T10:30:20.000Z,"['individual', 'strength']",3,50
2020-01-23T16:42:04.239Z,"['individual', 'running']",7,60
2020-01-24T17:05:02.679Z,"['individual', 'running']",6,70
2020-01-27T12:58:34.900Z,"['individual', 'strength']",4,50
2020-01-27T20:14:16.043Z,"['individual', 'running']",5,120
2020-01-29T20:41:40.084Z,"['individual', 'endurance']",2,90
2020-01-31T12:33:58.947Z,"['individual', 'strength']",3,50
2020-02-05T14:02:58.711Z,"['individual', 'strength']",4,40
2020-02-07T14:27:25.000Z,"['individual', 'endurance']",3,100
2020-02-08T16:27:18.289Z,"['individual', 'running']",4,70
2020-02-09T11:21:06.000Z,"['individual', 'endurance']",3,70
2020-02-10T13:42:36.435Z,"['individual', 'strength']",4,50
2020-02-10T19:54:01.914Z,"['individual', 'running']",5,80
2020-02-12T18:45:29.184Z,"['individual', 'running']",3,90
2020-02-13T11:09:43.943Z,"['individual', 'strength']",4,50
2020-02-14T15:53:47.049Z,"['individual', 'endurance']",3,50
2020-02-15T11:00:38.000Z,"['team', 'endurance']",2,60
2020-02-16T15:15:15.000Z,"['individual', 'endurance']",6,80
2020-02-19T09:51:07.000Z,"['individual', 'endurance']",6,110
2020-02-21T11:30:07.000Z,"['individual', 'strength']",4,50
2020-02-23T15:18:24.486Z,"['individual', 'running']",3,100
2020-02-26T07:24:44.000Z,"['individual', 'running']",5,90
2020-02-26T17:45:24.000Z,"['individual', 'strength']",4,50
2020-02-27T08:06:22.000Z,"['individual', 'running']",6,80
2020-02-29T10:25:35.000Z,"['individual', 'endurance']",3,70
2020-03-02T13:51:47.000Z,"['individual', 'running']",7,80
2020-03-03T11:25:45.000Z,"['individual', 'endurance']",6,110
2020-03-04T13:00:48.000Z,"['individual', 'strength']",4,50
2020-03-09T14:20:27.000Z,"['individual', 'running']",5,70
2020-03-11T20:30:24.473Z,"['individual', 'endurance']",1,70
2020-03-14T13:15:23.000Z,"['individual', 'endurance']",7,100
2020-03-15T14:38:20.000Z,"['individual', 'strength']",4,30
2020-03-17T15:00:20.000Z,"['individual', 'strength']",4,60
2020-03-19T11:00:37.000Z,"['individual', 'strength']",5,40
2020-03-19T14:45:21.000Z,"['individual', 'endurance']",5,100
2020-03-21T14:01:39.000Z,"['individual', 'endurance']",3,60
2020-03-22T13:48:40.642Z,"['individual', 'endurance']",2,80
2020-03-22T13:48:42.505Z,"['individual', 'strength']",5,40
2020-03-23T17:31:57.199Z,"['individual', 'endurance']",6,120
2020-03-26T15:00:08.000Z,"['individual', 'strength']",4,40
2020-03-27T12:45:16.000Z,"['individual', 'running']",3,80
2020-03-28T12:00:53.000Z,"['individual', 'strength']",6,40
