end_date_time,activity_names,perceived_exertion,duration_min
2020-01-25T15:15:29.871Z,"['individual', 'running']",7,30
2020-01-26T14:23:07.049Z,"['individual', 'endurance']",5,180
2020-01-27T17:22:56.951Z,"['individual', 'running']",5,60
2020-01-28T15:11:20.066Z,"['individual', 'running']",3,60
2020-01-29T17:46:08.021Z,"['individual', 'running']",9,60
2020-01-30T10:08:11.082Z,"['individual', 'running']",4,50
2020-02-01T15:33:43.482Z,"['individual', 'running']",6,60
2020-02-02T19:40:00.513Z,"['individual', 'running']",4,40
2020-02-03T17:08:27.559Z,"['individual', 'running']",8,30
2020-02-04T16:45:22.012Z,"['individual', 'running']",7,60
2020-02-05T17:14:19.258Z,"['individual', 'running']",10,40
2020-02-06T13:00:44.000Z,"['individual', 'endurance']",7,180
2020-02-07T14:45:09.546Z,"['individual', 'running']",3,60
2020-02-08T12:39:15.361Z,"['individual', 'running']",6,60
2020-02-09T15:09:08.000Z,"['individual', 'endurance']",4,180
2020-02-10T17:28:40.000Z,"['individual', 'running']",3,60
2020-02-11T20:03:04.018Z,"['individual', 'running']",9,40
2020-02-12T09:30:46.370Z,"['individual', 'running']",3,60
2020-02-13T13:27:41.337Z,"['individual', 'endurance']",3,60
2020-02-13T16:51:06.922Z,"['individual', 'running']",3,50
2020-02-15T12:59:22.855Z,"['individual', 'endurance']",3,180
2020-02-16T11:36:17.000Z,"['individual', 'endurance']",3,60
2020-02-17T14:49:32.765Z,"['individual', 'running']",5,50
2020-02-18T16:41:52.827Z,"['individual', 'running']",4,60
2020-02-20T09:47:05.005Z,"['individual', 'running']",7,60
2020-02-22T10:06:32.666Z,"['individual', 'running']",9,60
2020-02-23T18:16:39.286Z,"['individual', 'running']",3,60
2020-02-24T14:38:58.809Z,"['individual', 'running']",3,50
2020-02-25T12:53:54.534Z,"['individual', 'running']",8,60
2020-02-26T06:31:11.740Z,"['individual', 'running']",5,60
2020-02-27T15:30:14.228Z,"['individual', 'running']",8,60
2020-02-28T14:34:51.018Z,"['individual', 'running']",3,60
2020-02-29T14:50:21.439Z,"['team', 'soccer']",5,90
2020-03-04T12:36:42.000Z,"['individual', 'endurance']",5,120
2020-03-11T16:43:48.180Z,"['individual', 'running']",5,60
2020-03-12T12:53:28.423Z,"['individual', 'running']",4,50
2020-03-14T10:32:56.633Z,"['individual', 'running']",7,50
2020-03-16T18:24:30.541Z,"['individual', 'running']",6,50
2020-03-17T18:00:24.000Z,"['individual', 'running']",5,60
2020-03-18T18:40:55.000Z,"['individual', 'running']",6,60
2020-03-21T11:16:12.277Z,"['individual', 'running']",5,70
2020-03-23T19:08:14.154Z,"['individual', 'running']",9,70
2020-03-26T16:50:05.000Z,"['individual', 'running']",3,60
2020-03-29T20:02:50.467Z,"['individual', 'running']",5,70
